"id","age","gender","orientation","relation_length","relation_type","se_share","se_antic","se_sync","se_persp","se_sim","se_realc","se_realev","se_cert","rel_identity_1","rel_identity_2","rel_identity_3","rel_identity_4","rel_identity_5","rel_identity_6","rel_identity_7","rel_identity_8","rel_identity_9","rel_identity_10","rel_identity_11","responsive_1","responsive_2","responsive_3","responsive_4","responsive_5","responsive_6","responsive_7","responsive_8","responsive_9","responsive_10","responsive_11","responsive_12","responsive_13","responsive_14","responsive_15","responsive_16","responsive_17","intimate_1","intimate_2","intimate_3","satisfact_1","satisfact_2","satisfact_3","satisfact_4","satisfact_5","satisfact_6"
357,29,2,1,8,2,5,3,3,5,6,4,4,4,4,6,6,4,5,6,4,4,1,5,5,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,5,5,6,5,5,6,7,4,6,6,7
358,26,1,1,2,2,7,5,4,6,5,3,4,5,6,7,5,6,6,5,6,3,2,5,7,7,6,7,4,5,5,6,5,7,5,7,4,3,7,7,7,7,7,6,7,6,7,5,6,7,7
359,39,1,1,2,2,7,6,6,7,6,5,6,6,7,7,7,7,6,7,7,2,2,6,5,7,7,7,6,6,6,6,7,7,7,5,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7
360,29,2,1,6,5,5,6,6,6,3,2,3,2,3,6,6,2,6,6,3,6,6,2,5,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,5,7,7,7,7
361,30,1,1,6,2,7,6,6,6,6,6,6,6,7,7,7,7,7,7,7,6,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,7,7,7,7
362,56,1,1,30,5,7,7,7,6,6,6,7,7,6,6,7,7,7,7,7,7,1,7,5,7,7,6,7,6,7,7,7,7,7,6,7,6,6,7,7,6,6,6,6,6,7,7,7,7,7
363,62,2,1,16,5,7,7,7,7,6,4,5,4,6,6,7,6,6,7,5,3,4,4,5,7,7,7,7,7,7,7,6,7,5,7,6,4,4,7,7,7,6,7,7,7,7,7,7,7,7
364,28,1,1,5,5,5,6,6,6,6,6,7,7,7,7,7,7,7,7,7,1,1,4,6,6,7,6,7,7,7,7,7,7,7,6,6,4,7,7,6,6,4,6,6,7,6,5,6,6,7
365,34,2,1,15,5,2,5,2,3,5,3,4,4,5,7,7,4,5,5,5,3,3,5,5,3,3,4,5,3,4,5,5,4,4,4,3,5,6,4,3,3,5,2,2,2,2,1,2,2,5
366,31,2,1,7,5,6,5,6,6,5,6,6,5,4,5,6,5,6,7,4,5,6,5,6,7,6,6,6,6,6,5,5,6,5,6,7,5,6,6,6,5,6,6,7,6,7,6,6,6,7
367,28,2,1,10,5,5,4,4,6,6,6,7,6,7,7,7,7,7,7,7,4,3,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
368,45,1,1,23,5,2,2,2,6,2,4,4,5,4,5,5,3,4,5,5,6,5,3,4,5,5,5,5,5,4,4,5,3,4,3,3,4,5,5,4,3,4,4,4,5,5,4,5,5,6
369,33,2,1,3,1,4,5,4,4,4,3,4,6,3,6,5,5,4,6,4,3,3,4,4,4,4,3,4,4,4,2,4,4,4,3,2,2,4,3,2,2,6,4,5,3,2,2,4,4,6
370,37,2,1,17,5,2,5,3,3,2,2,3,3,4,4,5,3,4,6,5,3,3,5,5,7,4,5,5,3,3,3,4,4,4,3,3,4,4,3,3,4,5,5,4,4,5,3,4,4,5
371,34,2,1,6,5,5,5,3,5,3,5,5,3,6,6,6,6,6,6,6,2,5,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,7
372,30,2,1,4,5,6,5,5,6,5,6,7,6,6,7,7,7,7,7,6,1,1,6,6,3,3,4,4,4,4,3,3,3,3,5,3,3,3,2,2,2,5,4,3,6,6,6,6,6,7
373,37,2,1,7,5,6,6,6,6,6,5,5,6,6,7,7,6,7,7,5,4,1,5,6,7,7,7,7,7,7,6,7,7,7,6,7,7,7,7,7,7,6,7,7,7,7,7,7,6,7
374,25,1,1,4,2,5,5,5,7,6,6,6,6,4,5,5,4,6,5,6,5,6,6,5,6,6,7,6,5,6,7,5,6,7,6,6,6,7,7,6,7,7,6,5,7,6,7,5,6,7
375,37,1,1,13,5,7,7,5,7,7,5,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,7
376,25,1,1,3,4,4,4,3,4,4,5,6,4,7,7,7,6,7,7,7,1,1,7,7,5,4,6,5,5,4,4,5,5,5,4,6,5,6,7,5,5,6,6,6,5,4,4,5,6,7
377,60,1,1,25,5,6,6,6,6,6,6,6,6,7,7,6,7,6,7,7,1,1,7,7,7,7,6,7,7,7,6,7,7,7,6,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7
378,33,2,1,4,5,3,6,6,5,5,2,6,4,7,7,7,7,6,6,7,1,2,7,2,7,3,5,7,4,5,2,2,2,3,4,2,6,5,4,2,3,4,6,5,5,6,4,5,1,7
379,55,2,1,30,5,6,5,6,6,6,6,6,6,6,6,7,7,6,7,6,2,2,3,6,6,6,6,7,7,7,6,4,4,6,6,7,5,6,7,7,6,6,7,7,7,5,5,7,7,7
380,28,2,1,5,5,5,5,4,5,5,4,5,4,5,5,7,5,5,6,6,4,2,4,5,6,6,6,7,6,6,5,7,6,6,6,6,5,7,6,6,6,6,7,7,6,5,5,6,6,7
381,33,1,1,5,2,5,5,3,6,5,2,2,5,1,1,7,1,4,5,1,7,7,5,1,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
382,38,1,1,10,5,4,4,4,5,5,5,5,5,5,5,5,5,4,7,5,2,5,4,5,6,6,6,6,6,6,6,7,6,6,6,6,6,6,7,7,7,6,6,6,6,6,6,7,7,7
383,26,2,1,4,4,5,4,5,4,4,7,7,6,4,6,7,6,7,7,5,5,4,5,7,7,7,7,7,7,4,4,7,5,5,4,7,7,7,7,7,5,5,7,7,7,6,7,7,6,7
384,22,2,1,3,2,6,7,7,7,7,6,6,6,7,7,7,7,7,7,7,1,1,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
385,27,2,3,1,1,3,3,3,3,3,1,5,4,7,5,7,4,6,7,7,3,3,5,1,6,5,7,7,7,5,5,7,7,7,5,7,6,6,7,7,7,7,7,6,7,7,6,7,7,7
386,30,1,1,2,2,6,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,5,6,6,6,6
387,39,2,1,15,5,6,5,5,6,4,5,6,5,5,7,7,5,6,7,5,5,3,5,5,7,7,7,7,7,6,6,7,6,7,7,7,7,7,7,7,7,5,6,6,6,6,6,6,6,6
388,37,2,1,7,2,1,1,1,5,1,1,1,4,1,5,6,1,4,7,4,1,1,4,5,3,4,2,2,3,1,1,3,1,1,2,1,4,4,3,2,1,1,1,1,1,1,1,1,1,4
389,38,2,1,8,1,5,6,6,5,6,5,7,6,5,5,7,4,6,6,4,3,3,4,6,7,6,6,7,7,7,5,6,6,6,7,7,6,7,7,7,7,6,6,6,6,6,5,7,6,7
390,31,2,1,9,5,5,5,5,5,5,6,5,6,6,6,7,5,5,7,6,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,6,6,6,6,6,6,6,6,7
391,73,2,1,30,5,7,6,6,7,7,7,7,7,7,7,7,7,7,7,7,1,6,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,6,7,7,6,7,7,7,7,7,7,6,7
392,35,2,1,5,3,5,5,5,5,5,5,5,4,5,5,5,5,5,6,4,4,5,4,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,4,6,6,7
393,28,1,1,7,5,6,5,3,5,7,6,7,6,7,7,7,5,7,7,7,1,1,7,7,6,7,6,7,7,6,5,6,6,6,6,6,5,6,6,6,6,5,7,7,7,4,6,7,5,7
394,25,2,3,5,4,5,6,5,6,5,5,4,5,6,7,7,7,6,7,7,1,1,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,7,7,7
395,31,2,3,6,1,5,6,5,7,4,5,4,3,4,5,7,5,5,6,5,7,4,5,5,7,7,7,7,7,7,7,7,7,7,7,7,6,6,7,7,7,7,6,6,7,6,6,7,7,7
396,34,1,1,18,5,6,7,6,7,7,6,6,6,6,6,7,6,6,6,7,6,7,6,7,6,7,7,7,7,6,6,7,7,6,7,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7
397,35,1,1,5,1,6,5,5,6,6,6,5,6,6,6,7,6,7,7,6,3,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,6,5,6,7,6,6
398,57,1,1,2,1,5,2,3,5,4,5,6,6,6,6,7,5,5,7,6,2,3,3,4,6,6,6,5,4,5,4,5,4,7,5,5,7,3,5,5,7,4,4,4,5,4,3,5,4,7
399,35,1,1,3,4,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7
400,35,2,1,5,5,5,7,7,6,5,7,6,5,6,6,6,6,6,7,6,2,2,6,6,7,6,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,7,7,6,5,6,6,6,7
401,25,2,1,6,5,5,6,5,5,6,6,7,6,6,6,7,7,7,7,7,1,1,6,6,6,6,6,6,5,6,6,7,7,6,7,7,7,7,7,7,7,6,6,7,7,7,7,7,7,7
402,22,2,3,2,2,5,6,6,7,6,6,7,7,6,6,7,5,7,7,7,1,1,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,5,7,7,7,7,7,7,6,7,7,7
403,35,2,1,5,6,6,6,6,6,7,6,6,6,7,7,7,6,7,7,7,2,2,6,6,6,7,7,7,7,7,6,7,6,6,6,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7
404,32,2,1,5,4,6,6,5,7,4,5,6,5,5,5,7,5,6,5,4,3,3,5,5,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,6,7,7,7
405,47,1,1,2,5,5,6,4,5,5,4,6,5,5,5,7,4,6,7,6,4,2,6,4,6,5,6,6,7,6,5,7,7,6,5,6,6,7,6,6,7,6,7,6,7,6,6,7,7,7
406,34,2,1,3,5,5,5,6,5,6,5,5,4,7,7,6,6,5,6,6,2,2,5,6,5,4,4,5,5,5,3,4,4,5,4,4,3,4,4,4,5,5,5,6,6,5,6,6,6,7
407,35,1,3,2,1,5,4,3,4,4,4,4,3,5,5,5,5,5,6,5,3,3,5,5,6,6,6,6,6,6,6,6,6,6,6,6,5,5,6,6,6,6,6,6,5,4,4,5,5,5
408,33,1,1,11,5,6,7,6,7,7,5,7,7,7,7,7,7,7,7,7,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7
409,38,1,1,5,1,4,5,5,4,1,4,4,1,7,7,7,7,7,7,1,7,1,4,7,7,7,7,7,7,7,7,7,4,7,5,4,1,1,4,4,4,4,4,4,7,7,7,7,7,7
410,19,2,1,2,2,6,5,5,6,6,5,5,5,6,6,6,6,6,6,6,3,2,4,6,7,7,6,7,6,6,6,6,6,6,6,6,6,6,5,5,5,5,6,6,7,5,6,7,6,7
411,28,1,1,3,5,7,6,6,7,7,7,7,7,6,7,6,7,6,7,7,6,7,7,7,6,7,6,7,7,7,6,6,5,7,7,6,6,5,7,6,6,7,7,7,7,6,6,7,7,7
412,39,1,1,8,5,7,6,6,7,7,6,7,6,7,7,7,7,7,7,7,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
413,35,2,1,16,5,5,5,6,5,6,2,2,4,4,5,5,3,5,6,4,5,4,3,5,4,5,5,5,4,6,5,5,5,5,3,4,5,5,4,3,4,4,5,5,3,1,3,4,2,4
414,38,2,1,19,5,5,4,5,5,5,6,6,4,5,6,7,3,7,6,3,5,6,1,4,5,4,6,6,5,4,4,5,5,6,4,3,3,4,2,2,3,4,5,5,4,3,2,3,3,7
415,40,1,1,3,1,5,5,4,5,6,3,7,6,6,6,5,3,7,7,7,2,3,6,6,5,7,4,5,4,3,4,6,5,5,3,5,3,3,3,3,3,7,6,6,4,5,4,5,7,7
416,31,2,1,3,1,4,4,3,5,5,6,5,5,4,5,5,5,3,3,5,2,3,2,4,5,5,4,3,5,5,6,6,3,5,5,4,3,5,5,5,5,6,6,6,6,6,5,6,6,4
